Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,5.0,6.0,2.6182601452,6.0,2.425,3.7246,2.642,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7092,0.2755,0.00271,0.0007399,0.00672,-1.0,0.01527,-1.293,-1.362,-0.956,-1.938
0.0152,0.01508,5.69897,6.0,2.6182601452,6.0,3.1,4.2896,4.227,0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7092,0.2755,0.00271,0.0007399,0.00672,-1.0,0.01527,-2.98,-1.17,-1.276,-0.969
0.00015547,-2.0,6.0,6.0,2.6182601452,6.0,3.122,4.4087,4.681,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.035,,,
0.00015547,-2.0,6.17609,6.0,2.6182601452,6.0,3.124,4.4087,4.679,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.041,,,
0.00015547,-2.0,6.30103,6.0,2.6182601452,6.0,3.127,4.4086,4.676,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.046,,,
0.00015547,-2.0,6.47712,6.0,2.6182601452,6.0,3.131,4.4086,4.671,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.058,,,
0.00015547,-2.0,6.69897,6.0,2.6182601452,6.0,3.14,4.4084,4.662,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.08,,,
0.00015547,-2.0,7.0,6.0,2.6182601452,6.0,3.163,4.4079,4.636,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.138,,,
0.00015547,-2.0,7.47712,6.0,2.6182601452,6.0,3.276,4.4007,4.495,1,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1,-9.999999999999999e-31,0.0,0.7507,0.2491,2.904e-05,7.93e-06,7.202e-05,-1.0,0.0001636,-3.42,,,
