APOGEE_ID,RA,DEC,APOGEE_Net_Logg,mean_Logg,sd_Logg,APOGEE_Net_Teff,mean_Teff,sd_Teff,APOGEE_Net_FeH,mean_FeH,sd_FeH,SNR,star_path,telescope,field,survey,programname,targflags,nvisits_,combtype,starflag,starflags,andflag,andflags,vhelio_avg,vscatter,verr,l,b,sagitta_predicted_av,sagitta_predicted_pms,sagitta_predicted_age,GEDR3_source_id,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,ra_error,dec_error,parallax,parallax_error,parallax_corr,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_bp_mean_mag,phot_rp_mean_mag,phot_g_mean_mag_corrected,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_error_corrected,phot_bp_rp_excess_factor_corrected,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,Av_med,Av_low,Av_high,mass,mass_low,mass_high,chi2_mass,age,age_low,age_high,chi2_age,lgL,lgL_e,T,Te,lgg,lgg_e,j_k,PC1,PC2,PC3,hdbcluster,hdb_membership_prob,hdb_outlier_scores,AllWISE,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,d2M,kk,logmeanTef
2M20333831+4128144,308.4097,41.4707,4.4241,4.4295,0.1429,5874.0498,5786.582,235.9754,-0.7349,-0.7045,0.1117,93.3763,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20333831+4128144.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,0,0,-34.51983,12.922749,2.972923,80.3931602734026,0.82221595147834,2.9090896,0.50581706,NA,2.06787997252049E+018,308.40965797419,41.47067125217,0.0012141,0.0009855,155.47,0.0473,0.0576,0.5056,0.0601,0.557475926958165,8.409,5.018,-2.669,0.064,-4.25,0.072,398,-0.3979,419.66,0,0,31,NA,NA,26,0.985,false,19.071335,15.97799,17.250853,0.027732,0.012417,0.004334,0,3.093345,NA,NA,0,NA,NA,1.57763084096705E+017,1.23766314907533E+018,NA,658391688,1832.4684,1642.5502,2058.702,1756.8097,1612.57,1929.5121,5.48,5.3,5.81,2.777,2.505,3,5.827,1.778,1.148,2.541,14.926,1.317,0.101,5861.38,254.373,3.58,0.061,2.034,-0.05363379208689,-0.49943258657719,0.649647848201002,3,0.693906314154415,0.461991577010448,J203338.31+412814.3,10.277,9.622,7.208,4.404,13.425,12.349,11.391,0.025,0.021,0.03,0.026,0.021,0.016,3.08514080135105E+018,00dd,1,890n,AAAU,0.028,0.663813998803084,3.76242,3.76242211176566,,3.76242211176566
2M20212050+3709553,305.3355,37.1654,4.7194,4.6295,0.1242,5790.9312,5786.7026,284.2864,-0.5186,-0.5167,0.1074,82.4594,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20212050+3709553.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,0,0,-0.94255495,6.73319,2.2658546,75.5088676981966,0.248257867202234,2.547785,5.185199E-05,NA,2.05795515779437E+018,305.33543358702,37.16539082608,0.0006926,0.0006215,24.4,0.0295,0.0336,0.2519,0.0387,0.295691576391686,6.5143,6.51,-3.427,0.04,-5.536,0.042,377,0.5344,403.66,0,0,31,NA,NA,27,1.019,false,17.788517,15.101042,16.295584,0.010817,0.004079,0.002815,0.014,2.687475,NA,NA,0,NA,NA,1.52593053354539E+017,NA,NA,636435108,3356.3164,2948.3374,3763.3428,3485.4246,3192.92,3805.7197,3.95,3.75,4.38,3.831,3.543,4.188,3.854,0.61,0.38,0.933,7.081,1.773,0.148,5772.979,311.874,3.25,0.081,0.966000000000001,0.361972879310718,-0.657260464062144,0.892435151223135,3,0.093195291166658,0.818394214757977,J202120.50+370955.1,11.942,11.921,11.827,7.301,13.076,12.455,12.11,0.027,0.029,0.022,0.019,0.021,3.050137801351E+018,0oHH,0,nnnn,AAUU,0.276,1.06382946048803,3.76243,3.76243116294108,,,3.76243116294108
2M20243620+3730225,306.1509,37.5063,4.0871,4.2021,0.126,5901.521,5787.0137,231.5547,-0.6603,-0.6432,0.0844,157.7317,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20243620+3730225.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",924.11523,34.23299,3.3153043,76.159513166661,-0.088176545465327,2.8109803,5.0642353E-05,NA,2.05798034778484E+018,306.15083927268,37.50627158135,0.0002436,0.0001759,162.1,0.0086,0.0106,0.4996,0.0119,0.530802870482528,41.9099,5.563,-2.27,0.011,-5.078,0.015,418,4.6164,547.09,0.042,1.723,31,NA,NA,27,1.164,false,13.964289,12.418232,13.249796,0.004775,0.008391,0.003517,0.005,1.546057,NA,NA,0,NA,NA,1.53003061508028E+017,NA,NA,638430602,1886.7675,1843.7555,1920.4457,1890.5214,1849.5233,1925.525,1.76,1.64,2.09,3.654,3.585,3.798,28.459,0.822,0.617,0.955,25.272,1.741,0.059,5858.684,232.199,3.287,0.017,0.581000000000001,0.04411578572624,-0.429542248160098,0.438055688523961,3,0.723908596362113,0.403527313639822,J202436.20+373022.4,10.749,10.719,10.734,9.081,11.268,10.937,10.687,0.023,0.021,0.128,0.022,0.018,0.018,3.06913780135101E+018,0,0,000n,AABU,0.081,0.782504431181202,3.76245,3.76245451050029
2M20191906+4046567,304.8295,40.7824,4.3919,4.4085,0.07,5872.8286,5787.2861,211.6669,-0.4292,-0.3912,0.0587,144.1325,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20191906+4046567.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",6,0,2052,"BRIGHT_NEIGHBOR,PERSIST_LOW",4,BRIGHT_NEIGHBOR,3.9967754,0.7920866,0.35459393,78.2682993554184,2.62073772183881,0.9132605,0.8488711,6.919719,2.06835039169908E+018,304.82945867655,40.78243408404,0.0004262,0.0003541,165.07,0.0168,0.0202,0.9997,0.022,1.02906021042717,45.4905,6.894,-2.405,0.022,-6.461,0.026,366,12.7982,819.39,0.175,14.98,31,NA,NA,27,1.511,false,14.842478,13.427148,14.221522,0.006152,0.006821,0.003365,0.024,1.41533,NA,NA,0,NA,NA,1.5693304829464E+017,1.23766319954081E+018,NA,654396794,969.1511,949.3137,987.7119,967.0458,949.80145,986.3499,1.9,1.77,2.1,1.849,1.749,1.949,15.637,5.309,4.266,6.457,17.884,0.82,0.057,5895.219,223.392,3.912,0.019,1.238,-0.104743300001324,-1.0500658094438,0.008955534473183,3,0.149557152658226,0.80635855575294,J201919.17+404655.1,9.135,8.866,7.335,3.743,12.17,11.483,10.932,0.022,0.019,0.033,0.052,0.026,0.026,0.018,3.04614080135102E+018,0hdD,1,551n,AAAA,2.029,0.736894365442083,3.76247495265558
2M20220491+3924107,305.5205,39.403,4.5133,4.5325,0.1434,6068.4697,5789.3032,279.8711,-0.9125,-0.7998,0.1104,77.8364,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20220491+3924107.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,50333696,"PERSIST_LOW,MTPFLUX_LT_75,MTPFLUX_LT_50",0,-10.054189,35.398785,2.7376103,77.4309614573105,1.40340927264653,2.406366,0.0002709192,NA,2.06142563311514E+018,305.52047815927,39.4029842027,0.0006239,0.0005521,102.44,0.0271,0.0282,0.2534,0.0344,0.293259685317574,7.3604,4.532,-2.638,0.039,-3.685,0.035,426,0.8366,463.67,0,1.959E-15,31,NA,NA,27,1.028,false,17.558123,15.051246,16.208797,0.005103,0.004272,0.002815,0.024,2.506877,NA,NA,0,NA,NA,1.55283055204504E+017,NA,NA,648408363,3464.2195,3028.7207,3834.6035,3726.0466,3444.169,4115.9253,4.25,3.99,4.58,4.022,3.798,4.299,13.441,0.624,0.507,0.759,2.678,1.934,0.127,6056.198,282.5,3.19,0.067,1.076,-0.002500348815593,-0.330470784937901,0.976098607540173,3,0.277278027972307,0.772137851646037,J202204.90+392410.6,11.681,11.693,9.619,8.195,12.937,12.245,11.861,0.037,0.043,0.026,0.033,0.026,3.05813930135103E+018,0,1,nnnn,AAUU,0.099,1.06506215727497,3.76263,3.76262629522904,,3.76262629522904
2M20275789+3923324,306.9912,39.3923,4.3761,4.3426,0.0916,6052.4541,5790.1738,200.8964,-0.5833,-0.536,0.078,143.2497,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20275789+3923324.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",0,951.3505,47.071396,3.3001842,78.0777864665775,0.468823281798916,2.895834,0.8405393,6.641174,2.06720092101201E+018,306.99120494849,39.39232757894,0.0007446,0.0005681,179.88,0.0269,0.0336,0.5591,0.0355,0.595856920466581,15.7577,6.361,-3.115,0.035,-5.546,0.046,362,1.4556,413.34,0,0,31,NA,NA,26,1.054,false,17.319801,14.98663,16.101297,0.009357,0.005748,0.003005,0.029,2.333171,NA,NA,0,NA,NA,1.55273069911941E+017,NA,NA,647414372,1707.7401,1612.4316,1827.861,1683.7955,1602.0447,1776.2173,5.24,5.02,5.54,2.916,2.8,3.045,6.296,1.66,1.303,1.973,2.071,1.504,0.077,6053.41,213.822,3.487,0.036,2.353,0.185154005390597,-0.662528909724265,0.450843389990273,3,0.59933972873559,0.588976015293107,J202757.86+392332.4,8.97,8.355,6.774,4.75,12.77,11.48,10.417,0.026,0.023,0.02,0.049,0.025,0.033,0.024,3.07713930135102E+018,hh00,0,nnnn,AAAA,0.259,0.717226797367606,3.76269,3.76269159986701
2M20184438+3817328,304.685,38.2924,3.6552,3.7,0.1572,5869.0571,5792.0488,96.0885,-0.1417,-0.1511,0.0532,60.8374,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20184438+3817328.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,2048,PERSIST_LOW,2048,PERSIST_LOW,-47.023476,0.21373303,0.09492022,76.1468058408733,1.31029534855554,2.0123181,4.166775E-09,NA,2.06125355955647E+018,304.68492205692,38.2924084088,0.0009896,0.0009509,120.44,0.0424,0.0455,0.0666,0.0554,0.117476636180337,1.2029,4.899,-2.363,0.061,-4.291,0.059,420,0.7734,479.06,0.158,1.012,31,NA,NA,28,1.026,false,18.823092,15.67803,16.960857,0.013529,0.004855,0.002851,0,3.145062,NA,NA,0,NA,NA,1.53953046849442E+017,NA,NA,642413144,6483.724,5011.4937,8532.58,5028.68,3846.095,6504.025,5,4.93,5.07,5.022,4.074,6,12.033,0.282,0.151,164.07,971.333,2.458,0.266,5880.305,102.242,2.779,0.267,1.327,0.339958695659449,0.242626038306717,0.590657996509752,3,0.079122646827846,0.821169474261079,J201844.37+381732.7,11.696,11.642,12.151,8.992,13.226,12.38,11.899,0.025,0.025,0.024,0.031,0.019,3.05013780135104E+018,0d00,0,11nn,AAUU,0.16,1.03950080806381,3.76283,3.76283221228464,3.76283221228464
2M20223841+3727319,305.6601,37.4589,4.1057,4.2113,0.1563,5992.6396,5792.4536,275.1432,-1.0028,-0.8454,0.1146,74.5438,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20223841+3727319.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,16777216,MTPFLUX_LT_75,0,15.678827,2.9800024,2.6321504,75.8971957529915,0.203580301414936,2.7391422,0.25805384,NA,2.05798804436607E+018,305.66006143182,37.45885932258,0.0005933,0.0005421,158.69,0.0254,0.027,0.3965,0.0327,0.435415905112982,12.1217,5.011,-2.667,0.034,-4.243,0.036,431,1.4348,487.76,0.082,0.7386,31,NA,NA,29,1.049,false,17.312965,14.894522,16.024256,0.005958,0.004129,0.002804,0.018,2.418444,NA,NA,0,NA,NA,1.52953056600871E+017,NA,NA,638429523,2346.1626,2183.7783,2531.6313,2279.7827,2120.8057,2461.0378,3.63,3.46,3.97,2.888,2.704,3.124,14.677,1.799,1.175,2.138,20.996,1.456,0.085,6026.985,290.485,3.507,0.042,0.847000000000001,0.063420495832155,-0.295255696535782,0.617050705049058,3,0.576912474671886,0.610763798622687,J202238.40+372731.7,11.663,11.61,12.218,8.697,13.069,12.548,12.222,0.023,0.023,0.028,0.032,0.031,3.05013780135102E+018,ddHD,1,22nn,AAUU,0.313,0.944537932101709,3.76286,3.76286256359371,,3.76286256359371
2M20324645+4124223,308.1936,41.4062,4.389,4.4652,0.1237,5968.6567,5792.8774,271.7301,-0.4215,-0.3178,0.0921,87.326,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_N_btx/apStar-dr17-2M20324645+4124223.fits,apo25m,CygnusX_N_btx,apogee2-manga,yso,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,2048,PERSIST_LOW,2048,PERSIST_LOW,58.682987,0,0.21593766,80.244918676518,0.914055790431041,2.9368355,0.4455041,NA,2.06783303711846E+018,308.19355908716,41.40621949013,0.000311,0.0002578,149.56,0.0126,0.0148,0.5489,0.0161,0.580852499535079,34.0913,4.596,-2.396,0.017,-3.921,0.018,375,3.3315,449.3,0.061,1.942,31,NA,NA,26,1.124,false,15.102324,13.283196,14.224583,0.00308,0.003868,0.002775,0.014,1.819128,NA,NA,0,NA,NA,1.57683081935978E+017,NA,NA,658390917,1726.1129,1680.8036,1773.0137,1727.1074,1681.4967,1782.5494,3.31,3.05,3.42,3.052,2.981,3.118,14.877,1.738,1.603,1.862,2.511,1.741,0.069,6763.943,340.161,3.451,0.031,0.744,-0.180620952281107,-0.492898994076932,0.654596312714111,3,0.727346247695255,0.396006914202381,J203246.46+412422.4,10.885,10.891,12.028,7.601,11.824,11.329,11.08,0.025,0.024,0.022,0.019,0.017,3.08514080135105E+018,0,1,00nn,AAUU,0.094,1.1749095520313,3.76289,3.76289433722219,3.76289433722219
2M20244442+3847051,306.1851,38.7848,3.603,3.8221,0.1474,5730.8965,5802.4414,210.2361,-0.8021,-0.6896,0.0882,143.9022,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20244442+3847051.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",1,0,0,0,725.93756,0,3.9308019,77.2200318474051,0.626403110996166,2.7793767,1.6486972E-10,NA,2.06116343394937E+018,306.1851004793,38.7847332136,0.0004807,0.0003825,162.81,0.0182,0.023,0.4438,0.0245,0.494739828019075,18.1265,3.901,-2.181,0.024,-3.235,0.029,417,1.3188,515.64,0.1,2.258,31,NA,NA,26,1.045,false,17.033447,13.917239,15.198506,0.0059,0.00493,0.002947,0.006,3.116208,NA,NA,0,NA,NA,1.54543061850962E+017,NA,NA,644419742,2013.7804,1912.0247,2096.562,1989.7909,1904.9343,2085.447,4.58,4.47,4.7,4.368,4.198,4.487,3.441,0.437,0.339,0.513,11.164,1.954,0.057,5733.238,181.433,3.112,0.037,1.413,-0.095465133677622,0.060878602011149,0.424891811451831,3,0.125219816980723,0.811745871242246,J202444.42+384705.1,9.839,9.385,8.148,5.229,11.677,10.83,10.264,0.023,0.02,0.036,0.047,0.019,0.018,0.016,3.058139301351E+018,0h0p,0,3300,AAAA,0.061,0.884436576306483,3.76361,3.76361076312448,3.76361076312448
2M20293636+3902164,307.4015,39.0379,3.951,3.9438,0.2358,6028.1909,5803.1714,333.5533,-0.5959,-0.6167,0.138,44.4261,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20293636+3902164.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",2,0,16777220,"BRIGHT_NEIGHBOR,MTPFLUX_LT_75",0,496.85748,165.32425,3.6665008,77.9764191116462,0.003658271425448,0.500625,0.067175515,NA,2.064175335596E+018,307.40151683676,39.03791988221,0.0192218,0.0167891,51.16,0.7893,1.0445,-1.2231,1.2758,-1.22310850084391,-0.9587,5.49,-1.589,1.145,-5.255,1.124,190,2.2507,245.08,3.252,6.432,95,0.6394,0.2682,15,1.118,false,22.210936,19.148516,20.635515,0.152596,0.058784,0.012424,0.379,3.06242,NA,NA,0,NA,NA,1.54843074015076E+017,NA,NA,NA,2391.4856,1430.3013,4664.6675,3334.9036,1980.7599,4494.416,9.66,9.51,10,3.29,2.29,4.598,41.751,1.148,0.398,6.761,1505,1.686,0.625,5937.452,324.415,3.382,0.433,3.723,1.07591475406606,0.86314453762237,1.7377888184406,0,0,0.959346494103071,J202936.39+390217.1,9.17,8.403,5.356,1.024,14.401,12.232,10.678,0.023,0.022,0.043,0.037,0.028,0.022,0.018,3.07713930135101E+018,hhdH,3,888n,AAAA,0.742,0.824912986835531,3.76367,3.7636653978909
2M20200900+3829187,305.0375,38.4885,4.2919,4.2852,0.1494,5915.877,5804.978,213.2688,-0.8209,-0.8047,0.0997,81.1568,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20200900+3829187.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",4,0,0,0,-18.025776,25.382053,4.6812444,76.464725574482,1.19297164904687,2.4052823,0.0006940855,NA,2.06109742889555E+018,305.03752260434,38.48853532015,0.0009485,0.0008909,170.93,0.0397,0.0492,0.2089,0.0547,0.255233371753271,3.818,6.599,-3.499,0.056,-5.595,0.058,395,0.5355,427.29,0,0,31,NA,NA,25,1.018,false,18.524036,15.771832,16.99184,0.020007,0.00447,0.002874,0.028,2.752204,NA,NA,0,NA,NA,1.54183050375297E+017,NA,NA,643413118,3858.1357,3208.869,4745.9814,4445.739,3672.4219,5118.0083,4.2,4.08,4.54,3.727,3.356,4.198,20.989,0.724,0.468,1.122,4.335,1.762,0.181,5857.333,231.929,3.288,0.118,1,0.489207257793296,-0.431589982357002,0.725584610783165,3,0.316175155465248,0.759176662671732,J202008.97+382918.1,12.149,12.108,11.175,8.395,13.564,12.952,12.564,0.025,0.024,0.134,0.026,0.024,0.03,3.05013780135105E+018,0h0d,1,10nn,AABU,0.706,0.932223805580087,3.7638,3.76380057816646,,3.76380057816646
2M20185715+3732557,304.7382,37.5488,4.8232,4.8499,0.1569,6121.0684,5809.5864,346.9066,-0.5518,-0.5305,0.1027,63.6516,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20185715+3732557.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",2,0,0,0,-15.089699,33.505558,2.2419045,75.5559884768939,0.856685312769934,2.4405286,0.1141341,NA,2.06065504727264E+018,304.73815450965,37.54882352147,0.0003944,0.0003203,165.36,0.0148,0.0177,0.2731,0.0205,0.304293815151321,13.318,5.978,-3.261,0.02,-5.01,0.024,395,1.2727,427.77,0,0,31,NA,NA,26,1.045,false,15.693485,14.026453,14.913707,0.003687,0.003865,0.002774,0.016,1.667032,NA,NA,0,NA,NA,1.53053047381539E+017,NA,NA,638425669,3254.8389,3059.5015,3449.5356,3375.8774,3141.1362,3603.4534,2.51,2.11,2.71,3.433,3.287,3.598,3.632,1.109,0.841,1.274,11.018,1.746,0.1,6180.163,347.188,3.339,0.038,0.587,0.198035858341295,-0.732364844227306,1.04447101818445,0,0,0.861116973401025,J201857.18+373255.4,11.915,11.951,11.548,8.542,12.719,12.378,12.132,0.024,0.026,0.209,0.028,0.036,0.028,3.05013780135102E+018,0,1,01nn,AABU,0.437,0.819252727795122,3.76415,3.7641452149047,,3.7641452149047
2M20210849+3933251,305.2854,39.557,4.5281,4.499,0.1578,6446.2153,5809.9736,314.5182,-0.7035,-0.6272,0.1347,51.3095,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20210849+3933251.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,4,BRIGHT_NEIGHBOR,0,-24.425026,20.120323,2.2307327,77.4543310509644,1.64025965585133,2.5292091,0.14993972,NA,2.06144288170401E+018,305.28539599288,39.55695395034,0.0005019,0.0004619,41.08,0.0209,0.0226,0.5665,0.027,0.597860234622014,20.9833,5.646,-2.704,0.03,-4.957,0.03,378,-0.6414,364.91,0,0,31,NA,NA,27,0.976,false,16.4758,14.687279,15.619713,0.003981,0.003896,0.002781,0.017,1.788521,NA,NA,0,NA,NA,1.55463052854099E+017,NA,NA,648407092,1672.0419,1604.9305,1754.2546,1661.7451,1574.8726,1734.6177,2.98,2.8,3.23,1.842,1.777,1.899,8.925,6.457,5.496,7.244,1.37,1.068,0.089,6446.143,356.761,3.841,0.032,0.685,-0.006661224226793,-0.666740250673014,0.576216963875105,3,0.73735170511719,0.372998095105391,J202108.45+393324.9,12.438,12.441,9.27,8.64,13.271,12.851,12.586,0.064,0.109,0.051,0.026,0.023,0.03,3.05813930135104E+018,00hD,1,100n,ABAU,0.423,0.93670780062892,3.76417,3.76417415899956,3.76417415899956
2M20334268+4117350,308.4278,41.2931,4.5446,4.5061,0.1391,6063.9194,5812.1704,353.8788,-0.4847,-0.4608,0.1177,84.1684,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_C_btx/apStar-dr17-2M20334268+4117350.fits,apo25m,CygnusX_C_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,50331648,"MTPFLUX_LT_75,MTPFLUX_LT_50",16777216,MTPFLUX_LT_75,-9.373,10.81255,0.32258013,80.2586355525677,0.705456262532835,2.960551,0.8686127,6.70312,2.06787488727856E+018,308.42781210227,41.29305790461,0.000515,0.0004275,164.38,0.0208,0.0262,0.5482,0.0279,0.585701770216972,19.6535,5.306,-2.387,0.027,-4.739,0.032,345,1.6429,394.13,0.091,1.36,31,NA,NA,28,1.063,false,16.667118,14.370559,15.466803,0.004127,0.003984,0.002808,0.019,2.296559,NA,NA,0,NA,NA,1.57553084278292E+017,1.23766314907527E+018,NA,657394395,1707.9911,1645.193,1801.8308,1687.3464,1594.1321,1771.1858,3.63,3.41,4.04,2.679,2.596,2.918,19.247,2.213,1.365,2.541,16.192,1.416,0.091,6039.485,322.238,3.55,0.028,0.929,-0.081661101091555,-0.613307173615567,0.606564722061614,3,0.813426785194341,0.117338566629833,J203342.67+411735.0,11.434,11.356,9.432,4.286,12.52,11.991,11.591,0.039,0.043,0.228,0.124,0.021,0.021,0.018,3.08514080135104E+018,hh0d,1,4403,AABB,0.101,0.781618684319897,3.76433833836771
2M20303202+4226541,307.6334,42.4484,4.2403,4.2246,0.1674,5987.731,5814.6826,287.1835,-0.4001,-0.4538,0.121,53.1384,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_N_btx/apStar-dr17-2M20303202+4226541.fits,apo25m,CygnusX_N_btx,apogee2-manga,yso,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",2,0,4,BRIGHT_NEIGHBOR,0,28.888567,1.5104553,0.23649746,80.8392051172767,1.86637373261476,2.7462647,0.49073854,NA,2.06821175015432E+018,307.63342869154,42.44838106936,0.0010674,0.0009537,22,0.0457,0.0545,0.5526,0.0576,0.603032077766877,9.6014,6.666,-4.153,0.06,-5.214,0.065,352,-1.884,324.95,0,0,31,NA,NA,26,0.928,false,18.868027,15.814782,17.073336,0.019683,0.004574,0.002884,-0.008,3.053245,NA,NA,0,NA,NA,1.58933076334359E+017,NA,NA,663384322,1680.648,1539.8414,1847.6648,1653.2775,1510.0886,1842.1754,4.81,4.68,5.25,2.32,2.199,2.561,12.939,2.951,1.973,3.716,7.307,1.153,0.105,5927.89,274.599,3.699,0.054,1.2,0.353779691591463,-0.613491848197519,0.445832789608559,3,0.487836729551281,0.678459993695835,J203032.02+422654.1,11.992,11.953,10.258,8.672,13.434,12.641,12.234,0.024,0.022,0.125,0.026,0.023,0.023,3.07414240135102E+018,0,0,210n,AABU,0.039,1.15153987251868,3.76453,3.76452601333262,3.76452601333262
2M20190731+3908576,304.7805,39.1493,4.476,4.3906,0.1578,5972.1426,5817.1157,292.6046,-0.686,-0.6854,0.1047,66.3355,/uufs/chpc.utah.edu/common/home/sdss/apogeework/apogee/spectro/redux/dr17/stars/apo25m/CygnusX_S_btx/apStar-dr17-2M20190731+3908576.fits,apo25m,CygnusX_S_btx,apogee2-manga,yso_btx,"APOGEE2_YOUNG_CLUSTER,APOGEE2_",3,0,0,0,-7.895909,16.754814,1.7854404,76.8970264152051,1.73147916087333,2.3511934,0.39037663,NA,2.06145360194314E+018,304.78047784829,39.1493709536,0.0035174,0.0029732,140.22,0.1479,0.1477,0.587,0.1837,0.620610580993584,3.1954,9.914,-1.864,0.198,-9.737,0.205,389,91.7766,13172.3,1.923,357.2,31,NA,NA,26,5.744,false,16.97642,14.857881,16.020033,0.005427,0.0041,0.005362,0.177,2.118539,NA,NA,0,NA,NA,1.5497304780463E+017,NA,NA,646408710,1950.6206,1443.516,2895.2637,1531.81,1248.8647,2158.5571,3.53,3.29,3.87,2.546,2.099,3.251,12.771,2.318,1.122,4.074,0.498,1.31,0.34,5986.872,305.443,3.63,0.212,0.753,0.499404231648724,-1.12474630222108,0.049942334671699,0,0,0.87965945174572,J201907.32+390857.9,12.003,12.007,12.366,8.517,13.125,12.682,12.372,0.092,0.08,0.056,0.068,0.05,3.03813930135102E+018,dd00,0,nnnn,AAUU,0.33,0.844580264123283,3.76471,3.76470770182,,,3.76470770182
