Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,6.47712,0.0900000036,1.0816895962,0.09,-1.487,3.4288,3.547,0,0,0.545,0,0,0,0,0,-1,-2.32E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.488,10.361,12.674,8.952
0.0152,0.01508,6.47712,0.09398745,1.1188235283,0.094,-1.479,3.4295,3.561,0,0,0.545,0,0,0,0,0,-1,-2.28E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.468,10.33,12.635,8.924
0.0152,0.01508,6.47712,0.106605202,1.2240267992,0.107,-1.437,3.4337,3.589,0,0,0.545,0,0,0,0,0,-1,-2.28E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.363,10.173,12.429,8.778
0.0152,0.01508,6.47712,0.1133006439,1.2734886408,0.113,-1.428,3.4347,3.611,0,0,0.545,0,0,0,0,0,-1,-2.2E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.341,10.138,12.384,8.745
0.0152,0.01508,6.47712,0.1198236644,1.3181521893,0.12,-1.414,3.4361,3.626,0,0,0.545,0,0,0,0,0,-1,-2.18E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.304,10.084,12.315,8.695
0.0152,0.01508,6.47712,0.1249652728,1.3511863947,0.125,-1.388,3.4389,3.63,0,0,0.545,0,0,0,0,0,-1,-2.25E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.24,9.986,12.183,8.604
0.0152,0.01508,6.47712,0.1315827221,1.3911913633,0.132,-1.364,3.4415,3.639,0,0,0.545,0,0,0,0,0,-1,-2.29E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.18,9.895,12.061,8.52
0.0152,0.01508,6.47712,0.1379564852,1.4273246527,0.138,-1.353,3.4428,3.653,0,0,0.545,0,0,0,0,0,-1,-2.26E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.152,9.851,12.003,8.48
0.0152,0.01508,6.47712,0.1404955834,1.4411196709,0.14,-1.35,3.4433,3.66,0,0,0.545,0,0,0,0,0,-1,-2.24E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.144,9.837,11.984,8.467
0.0152,0.01508,6.47712,0.1474455148,1.4772781134,0.147,-1.319,3.4466,3.664,0,0,0.545,0,0,0,0,0,-1,-2.33E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.069,9.723,11.831,8.362
0.0152,0.01508,6.47712,0.1542592645,1.5106390715,0.154,-1.298,3.449,3.672,0,0,0.545,0,0,0,0,0,-1,-2.37E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,8.016,9.643,11.723,8.288
0.0152,0.01508,6.47712,0.1674498022,1.5700851679,0.167,-1.258,3.4538,3.687,0,0,0.545,0,0,0,0,0,-1,-2.46E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.915,9.488,11.514,8.146
0.0152,0.01508,6.47712,0.1772539765,1.6104594469,0.177,-1.222,3.4577,3.691,0,0,0.545,0,0,0,0,0,-1,-2.58E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.825,9.354,11.335,8.023
0.0152,0.01508,6.47712,0.1870710403,1.6480779648,0.187,-1.196,3.4606,3.7,0,0,0.545,0,0,0,0,0,-1,-2.64E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.759,9.257,11.205,7.933
0.0152,0.01508,6.47712,0.1968822926,1.6831938028,0.197,-1.181,3.4625,3.715,0,0,0.545,0,0,0,0,0,-1,-2.62E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.722,9.202,11.133,7.883
0.0152,0.01508,6.47712,0.2097711414,1.7260130644,0.21,-1.147,3.4667,3.725,0,0,0.545,0,0,0,0,0,-1,-2.71E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.638,9.077,10.967,7.768
0.0152,0.01508,6.47712,0.224435851,1.7707548141,0.224,-1.107,3.4714,3.734,0,0,0.545,0,0,0,0,0,-1,-2.85E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.538,8.933,10.778,7.636
0.0152,0.01508,6.47712,0.2393624783,1.8125529289,0.239,-1.075,3.4753,3.745,0,0,0.545,0,0,0,0,0,-1,-2.93E-14,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,7.457,8.817,10.625,7.53
