Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,5.0,0.1000000015,1.1711064577,0.1,-0.688,3.4553,2.899,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-2.93e-13,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,6.491,8.175,10.223,6.818
0.0152,0.01508,5.69897,0.1000000015,1.1711064577,0.1,-1.102,3.4558,3.316,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-6.98e-14,0.0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1.0,0.01527,7.526,9.123,11.132,7.781
0.00015547,-2.0,7.0,0.1003549919,1.1740649939,0.1,-1.75,3.574,4.436,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-4.33e-15,0.0,0.7507,0.2491,2.943e-05,7.939e-06,7.201e-05,-1.0,0.0001636,9.145,,,
0.00015547,-2.0,8.0,0.1007106453,1.1770154238,0.1,-2.467,3.5693,5.136,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-3.7e-16,0.0,0.7507,0.2491,2.943e-05,7.939e-06,7.201e-05,-1.0,0.0001636,10.938,,,
0.00015547,-2.0,8.47712,0.1003665775,1.174161315,0.1,-2.753,3.5506,5.346,0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1,-1.51e-16,0.0,0.7507,0.2491,2.943e-05,7.939e-06,7.201e-05,-1.0,0.0001637,11.651,,,
