Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag
0.00015547,-2,8.47712,2.6513576508,2.5886087418,2.651,2.283,4.1752,4.232,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-0.936,-0.305,0.218,0.344,0.399,0.475,0.649,0.7,0.742
0.00015547,-2,8.47712,2.694444418,2.5895488262,2.695,2.333,4.1686,4.162,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.063,-0.457,0.055,0.179,0.232,0.306,0.475,0.525,0.565
0.00015547,-2,8.47712,2.7310109138,2.5903198719,2.731,2.38,4.1624,4.096,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.18,-0.597,-0.097,0.026,0.078,0.149,0.313,0.361,0.401
0.00015547,-2,8.47712,2.7433784008,2.5905754566,2.744,2.397,4.1611,4.076,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.222,-0.644,-0.147,-0.024,0.027,0.098,0.261,0.309,0.348
0.00015547,-2,8.47712,2.7538809776,2.5907902718,2.754,2.416,4.1685,4.088,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.271,-0.669,-0.155,-0.029,0.024,0.097,0.266,0.316,0.356
0.00015547,-2,8.47712,2.760635376,2.5909276009,2.761,2.434,4.1793,4.114,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.315,-0.677,-0.141,-0.01,0.046,0.123,0.3,0.352,0.394
0.00015547,-2,8.47712,2.7625479698,2.5909662247,2.763,2.449,4.1907,4.146,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.351,-0.674,-0.116,0.021,0.079,0.16,0.345,0.4,0.445
0.00015547,-2,8.47712,2.7632334232,2.5909800529,2.764,2.461,4.1992,4.167,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.383,-0.676,-0.102,0.038,0.1,0.183,0.374,0.431,0.477
0.00015547,-2,8.47712,2.7637703419,2.5909910202,2.764,2.479,4.209,4.189,1,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.428,-0.686,-0.092,0.053,0.116,0.203,0.401,0.46,0.508
0.00015547,-2,8.47712,2.7640044689,2.5909955502,2.764,2.459,4.1993,4.17,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001637,-1.377,-0.67,-0.094,0.046,0.107,0.191,0.382,0.439,0.484
0.00015547,-2,8.47712,2.7641966343,2.5909996033,2.764,2.457,4.1887,4.129,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.373,-0.703,-0.148,-0.013,0.045,0.126,0.309,0.364,0.408
0.00015547,-2,8.47712,2.7644488811,2.5910046101,2.765,2.478,4.1774,4.063,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.425,-0.796,-0.263,-0.131,-0.076,0,0.175,0.227,0.269
0.00015547,-2,8.47712,2.7647798061,2.5910112858,2.765,2.503,4.1657,3.992,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001637,-1.486,-0.899,-0.388,-0.261,-0.209,-0.137,0.03,0.079,0.119
0.00015547,-2,8.47712,2.7651684284,2.5910191536,2.766,2.52,4.1539,3.927,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.53,-0.984,-0.496,-0.374,-0.325,-0.257,-0.099,-0.053,-0.015
0.00015547,-2,8.47712,2.7656071186,2.5910279751,2.766,2.533,4.1419,3.867,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.562,-1.056,-0.592,-0.475,-0.429,-0.366,-0.217,-0.174,-0.139
0.00015547,-2,8.47712,2.766078949,2.5910375118,2.766,2.543,4.1299,3.809,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.586,-1.12,-0.681,-0.569,-0.527,-0.469,-0.329,-0.289,-0.255
0.00015547,-2,8.47712,2.7665624619,2.591047287,2.767,2.551,4.1177,3.752,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001637,-1.606,-1.179,-0.765,-0.659,-0.62,-0.567,-0.437,-0.4,-0.368
0.00015547,-2,8.47712,2.7670371532,2.5910568237,2.767,2.557,4.1054,3.696,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.623,-1.233,-0.846,-0.745,-0.71,-0.661,-0.541,-0.508,-0.478
0.00015547,-2,8.47712,2.7674880028,2.5910658836,2.768,2.563,4.093,3.642,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.636,-1.282,-0.923,-0.828,-0.796,-0.752,-0.643,-0.613,-0.585
0.00015547,-2,8.47712,2.7679069042,2.5910742283,2.768,2.567,4.0807,3.588,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.648,-1.328,-0.998,-0.908,-0.88,-0.841,-0.742,-0.715,-0.69
0.00015547,-2,8.47712,2.7682898045,2.5910820961,2.769,2.571,4.0684,3.535,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.657,-1.369,-1.07,-0.985,-0.961,-0.927,-0.839,-0.816,-0.793
0.00015547,-2,8.47712,2.7686369419,2.5910890102,2.769,2.574,4.056,3.482,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.665,-1.407,-1.138,-1.06,-1.039,-1.01,-0.933,-0.914,-0.894
0.00015547,-2,8.47712,2.7689495087,2.5910952091,2.769,2.576,4.0437,3.431,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.671,-1.44,-1.203,-1.132,-1.114,-1.091,-1.026,-1.01,-0.992
0.00015547,-2,8.47712,2.7692308426,2.5911009312,2.77,2.578,4.0315,3.38,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.676,-1.47,-1.266,-1.201,-1.187,-1.169,-1.117,-1.105,-1.09
0.00015547,-2,8.47712,2.76948452,2.5911061764,2.77,2.58,4.0193,3.33,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.679,-1.496,-1.325,-1.267,-1.257,-1.245,-1.205,-1.197,-1.185
0.00015547,-2,8.47712,2.7697138786,2.5911107063,2.77,2.581,4.0071,3.28,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.682,-1.518,-1.381,-1.331,-1.325,-1.318,-1.293,-1.288,-1.279
0.00015547,-2,8.47712,2.7699217796,2.5911147594,2.77,2.581,3.995,3.231,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001637,-1.683,-1.535,-1.434,-1.392,-1.39,-1.39,-1.378,-1.378,-1.372
0.00015547,-2,8.47712,2.7701108456,2.5911185741,2.77,2.582,3.9829,3.182,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.684,-1.547,-1.482,-1.449,-1.452,-1.458,-1.461,-1.466,-1.463
0.00015547,-2,8.47712,2.7702834606,2.5911221504,2.771,2.582,3.9708,3.134,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.684,-1.552,-1.525,-1.502,-1.511,-1.524,-1.543,-1.553,-1.553
0.00015547,-2,8.47712,2.7704422474,2.5911252499,2.771,2.581,3.9587,3.086,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.683,-1.552,-1.561,-1.55,-1.565,-1.587,-1.623,-1.639,-1.642
0.00015547,-2,8.47712,2.770588398,2.5911283493,2.771,2.581,3.9466,3.038,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.682,-1.546,-1.589,-1.592,-1.615,-1.647,-1.701,-1.724,-1.73
0.00015547,-2,8.47712,2.7707231045,2.5911309719,2.771,2.58,3.9345,2.991,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.68,-1.535,-1.608,-1.627,-1.66,-1.703,-1.776,-1.809,-1.818
0.00015547,-2,8.47712,2.7708473206,2.5911333561,2.771,2.579,3.9225,2.944,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.677,-1.52,-1.616,-1.654,-1.7,-1.757,-1.85,-1.894,-1.905
0.00015547,-2,8.47712,2.7709627151,2.5911357403,2.771,2.578,3.9104,2.896,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.674,-1.504,-1.615,-1.673,-1.733,-1.807,-1.921,-1.978,-1.992
0.00015547,-2,8.47712,2.7710695267,2.591137886,2.771,2.576,3.8983,2.85,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.671,-1.484,-1.601,-1.684,-1.763,-1.854,-1.991,-2.063,-2.079
0.00015547,-2,8.47712,2.7711687088,2.5911397934,2.771,2.575,3.8863,2.803,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.666,-1.462,-1.574,-1.688,-1.787,-1.899,-2.059,-2.148,-2.166
0.00015547,-2,8.47712,2.7712612152,2.5911417007,2.772,2.573,3.8742,2.757,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.662,-1.437,-1.535,-1.685,-1.807,-1.94,-2.124,-2.234,-2.253
0.00015547,-2,8.47712,2.7713470459,2.5911433697,2.772,2.571,3.8622,2.711,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.657,-1.41,-1.491,-1.676,-1.822,-1.977,-2.187,-2.319,-2.339
0.00015547,-2,8.47712,2.771427393,2.5911450386,2.772,2.568,3.8502,2.665,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.651,-1.381,-1.442,-1.661,-1.832,-2.011,-2.247,-2.403,-2.424
0.00015547,-2,8.47712,2.7715024948,2.5911467075,2.772,2.566,3.8382,2.62,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.645,-1.351,-1.39,-1.642,-1.838,-2.04,-2.304,-2.485,-2.509
0.00015547,-2,8.47712,2.7715725899,2.5911478996,2.772,2.563,3.8263,2.574,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.639,-1.318,-1.336,-1.621,-1.842,-2.067,-2.359,-2.566,-2.591
0.00015547,-2,8.47712,2.771638155,2.5911493301,2.772,2.561,3.8144,2.53,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.632,-1.281,-1.278,-1.597,-1.842,-2.09,-2.411,-2.646,-2.673
0.00015547,-2,8.47712,2.7717001438,2.5911505222,2.772,2.558,3.8027,2.486,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.624,-1.242,-1.214,-1.57,-1.84,-2.111,-2.46,-2.722,-2.753
0.00015547,-2,8.47712,2.7717587948,2.5911517143,2.772,2.554,3.7913,2.444,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.616,-1.198,-1.149,-1.54,-1.835,-2.127,-2.506,-2.795,-2.829
0.00015547,-2,8.47712,2.7718145847,2.5911529064,2.772,2.551,3.7809,2.405,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.607,-1.153,-1.087,-1.511,-1.828,-2.139,-2.545,-2.858,-2.896
0.00015547,-2,8.47712,2.7718703747,2.5911540985,2.772,2.547,3.7716,2.372,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.597,-1.101,-1.027,-1.482,-1.818,-2.147,-2.577,-2.915,-2.956
0.00015547,-2,8.47712,2.7719361782,2.5911552906,2.772,2.541,3.7626,2.342,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001637,-1.584,-1.045,-0.965,-1.45,-1.804,-2.15,-2.604,-2.963,-3.008
0.00015547,-2,8.47712,2.7720255852,2.591157198,2.772,2.532,3.7543,2.317,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.561,-0.979,-0.895,-1.409,-1.781,-2.142,-2.617,-2.996,-3.046
0.00015547,-2,8.47712,2.7721681595,2.591160059,2.773,2.515,3.7448,2.296,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.519,-0.884,-0.798,-1.345,-1.736,-2.115,-2.614,-3.015,-3.07
0.00015547,-2,8.47712,2.7723114491,2.59116292,2.773,2.499,3.7364,2.28,2,0,0.538,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.477,-0.786,-0.707,-1.285,-1.693,-2.086,-2.608,-3.026,-3.087
0.00015547,-2,8.47712,2.7724335194,2.5911653042,2.773,2.509,3.7315,2.25,2,0,0.537,0,0,0,0,0,-1,-1E-30,0,0.7507,0.2491,2.904E-05,7.93E-06,7.202E-05,-1,0.0001636,-1.502,-0.77,-0.702,-1.299,-1.717,-2.119,-2.654,-3.083,-3.147
0.00015547,-2,8.47712,2.7726068497,2.591168642,2.773,2.537,3.7254,2.197,3,0,0.535,0,0,0,0,0,-1,-1E-30,0,0.7506,0.2492,2.891E-05,7.981E-06,7.202E-05,-1,0.0001637,-1.572,-0.785,-0.734,-1.355,-1.786,-2.199,-2.75,-3.192,-3.26
0.00015547,-2,8.47712,2.7727444172,2.5911715031,2.773,2.57,3.7218,2.15,3,0,0.527,0,0,0,0,0,-1,-1E-30,0,0.7504,0.2495,2.837E-05,8.217E-06,7.202E-05,-1,0.0001636,-1.656,-0.835,-0.795,-1.431,-1.869,-2.288,-2.849,-3.299,-3.369
0.00015547,-2,8.47712,2.7727861404,2.5911724567,2.773,2.58,3.721,2.137,3,0,0.515,0,0,0,0,0,-1,-1E-30,0,0.7503,0.2495,2.779E-05,8.677E-06,7.202E-05,-1,0.0001637,-1.679,-0.85,-0.814,-1.452,-1.892,-2.313,-2.875,-3.327,-3.397
0.00015547,-2,8.47712,2.7728281021,2.591173172,2.773,2.588,3.7203,2.126,3,0,0.501,0,0,0,0,0,-1,-1E-30,0,0.7502,0.2496,2.705E-05,9.383E-06,7.202E-05,-1,0.0001637,-1.701,-0.865,-0.831,-1.472,-1.913,-2.335,-2.9,-3.353,-3.423
0.00015547,-2,8.47712,2.773042202,2.5911774635,2.773,2.618,3.7182,2.088,3,0,0.434,0,0,0,0,0,-1,-1E-30,0,0.7497,0.2502,2.315E-05,1.408E-05,7.202E-05,-1,0.0001637,-1.776,-0.916,-0.892,-1.542,-1.987,-2.413,-2.983,-3.442,-3.513
0.00015547,-2,8.47712,2.7733483315,2.5911836624,2.774,2.653,3.7159,2.044,3,0,0.378,0,0,0,0,0,-1,-1E-30,0,0.7489,0.2509,2.007E-05,1.788E-05,7.201E-05,-1,0.0001637,-1.861,-0.976,-0.962,-1.622,-2.072,-2.502,-3.079,-3.543,-3.615
0.00015547,-2,8.47712,2.773775816,2.5911922455,2.774,2.695,3.7136,1.993,3,0,0.332,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.765E-05,2.087E-05,7.194E-05,-1,0.0001637,-1.967,-1.054,-1.051,-1.721,-2.177,-2.611,-3.194,-3.663,-3.737
0.00015547,-2,8.47712,2.7739133835,2.5911948681,2.774,2.702,3.7132,1.984,3,0,0.325,0,0,0,0,0,-1,-1E-30,0,0.7475,0.2524,1.732E-05,2.128E-05,7.192E-05,-1,0.0001637,-1.986,-1.068,-1.067,-1.739,-2.195,-2.63,-3.215,-3.685,-3.759
0.00015547,-2,8.47712,2.7741451263,2.5911996365,2.774,2.698,3.7134,1.988,3,0,0.325,0,0,0,0,0,-1,-1E-30,0,0.7475,0.2524,1.732E-05,2.128E-05,7.192E-05,-1,0.0001636,-1.976,-1.061,-1.059,-1.73,-2.186,-2.62,-3.204,-3.674,-3.748
0.00015547,-2,8.47712,2.7755291462,2.591227293,2.776,2.678,3.7148,2.015,4,0,0.325,0,0,0,0,0,-1,-1E-30,0,0.7475,0.2523,1.732E-05,2.128E-05,7.192E-05,-1,0.0001637,-1.924,-1.025,-1.017,-1.681,-2.134,-2.566,-3.146,-3.613,-3.686
0.00015547,-2,8.47712,2.7818291187,2.5913529396,2.782,2.643,3.7185,2.065,4,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7475,0.2523,1.734E-05,2.126E-05,7.192E-05,-1,0.0001636,-1.838,-0.981,-0.957,-1.606,-2.05,-2.475,-3.045,-3.503,-3.574
0.00015547,-2,8.47712,2.7893922329,2.5915031433,2.79,2.624,3.723,2.104,4,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7476,0.2522,1.735E-05,2.124E-05,7.192E-05,-1,0.0001637,-1.79,-0.976,-0.938,-1.568,-2.003,-2.421,-2.978,-3.426,-3.495
0.00015547,-2,8.47712,2.7927985191,2.5915703773,2.793,2.635,3.7274,2.111,5,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7476,0.2522,1.736E-05,2.123E-05,7.192E-05,-1,0.0001637,-1.817,-1.042,-0.995,-1.607,-2.033,-2.442,-2.988,-3.426,-3.492
0.00015547,-2,8.47712,2.7959887981,2.5916330814,2.796,2.65,3.7328,2.118,5,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7476,0.2522,1.737E-05,2.122E-05,7.192E-05,-1,0.0001637,-1.854,-1.124,-1.067,-1.657,-2.071,-2.47,-3.002,-3.428,-3.49
0.00015547,-2,8.47712,2.7980639935,2.591673851,2.798,2.663,3.7392,2.131,5,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.738E-05,2.121E-05,7.193E-05,-1,0.0001636,-1.887,-1.206,-1.139,-1.705,-2.106,-2.493,-3.008,-3.42,-3.479
0.00015547,-2,8.47712,2.799472332,2.5917015076,2.8,2.673,3.7456,2.147,5,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.738E-05,2.12E-05,7.193E-05,-1,0.0001637,-1.912,-1.27,-1.202,-1.745,-2.133,-2.508,-3.006,-3.403,-3.458
0.00015547,-2,8.47712,2.7999999523,2.591711998,2.8,2.676,3.7483,2.154,5,0,0.326,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.738E-05,2.12E-05,7.193E-05,-1,0.0001637,-1.921,-1.296,-1.227,-1.76,-2.142,-2.513,-3.004,-3.395,-3.448
0.00015547,-2,8.47712,2.8007452488,2.5917265415,2.801,2.681,3.7529,2.168,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.739E-05,2.12E-05,7.193E-05,-1,0.0001636,-1.932,-1.333,-1.265,-1.782,-2.155,-2.517,-2.996,-3.376,-3.427
0.00015547,-2,8.47712,2.8015472889,2.5917422771,2.802,2.685,3.7589,2.188,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.739E-05,2.12E-05,7.193E-05,-1,0.0001636,-1.944,-1.377,-1.311,-1.807,-2.168,-2.519,-2.982,-3.349,-3.396
0.00015547,-2,8.47712,2.8023850918,2.591758728,2.803,2.69,3.7652,2.208,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2522,1.739E-05,2.119E-05,7.193E-05,-1,0.0001637,-1.955,-1.419,-1.358,-1.833,-2.18,-2.52,-2.966,-3.317,-3.362
0.00015547,-2,8.47712,2.8032855988,2.5917761326,2.804,2.695,3.7725,2.233,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.74E-05,2.119E-05,7.193E-05,-1,0.0001636,-1.967,-1.466,-1.411,-1.86,-2.192,-2.518,-2.945,-3.278,-3.319
0.00015547,-2,8.47712,2.8042492867,2.5917949677,2.805,2.699,3.7806,2.261,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.74E-05,2.118E-05,7.193E-05,-1,0.0001637,-1.978,-1.516,-1.467,-1.888,-2.203,-2.514,-2.919,-3.23,-3.269
0.00015547,-2,8.47712,2.8052902222,2.5918154716,2.806,2.704,3.7903,2.295,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.74E-05,2.118E-05,7.193E-05,-1,0.0001637,-1.99,-1.562,-1.529,-1.919,-2.214,-2.506,-2.886,-3.174,-3.209
0.00015547,-2,8.47712,2.8064177036,2.5918374062,2.807,2.708,3.8015,2.336,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.741E-05,2.118E-05,7.193E-05,-1,0.0001637,-2.001,-1.609,-1.598,-1.952,-2.222,-2.493,-2.844,-3.106,-3.137
0.00015547,-2,8.47712,2.8076415062,2.591861248,2.808,2.713,3.8137,2.38,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.741E-05,2.117E-05,7.193E-05,-1,0.0001636,-2.013,-1.656,-1.671,-1.985,-2.229,-2.476,-2.796,-3.03,-3.057
0.00015547,-2,8.47712,2.8089625835,2.5918869972,2.809,2.718,3.8263,2.426,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.741E-05,2.117E-05,7.193E-05,-1,0.0001636,-2.024,-1.701,-1.737,-2.016,-2.232,-2.455,-2.746,-2.95,-2.975
0.00015547,-2,8.47712,2.810387373,2.5919146538,2.811,2.723,3.839,2.472,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.742E-05,2.116E-05,7.193E-05,-1,0.0001637,-2.037,-1.742,-1.801,-2.044,-2.234,-2.431,-2.692,-2.868,-2.892
0.00015547,-2,8.47712,2.8119280338,2.5919446945,2.812,2.728,3.8519,2.519,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.742E-05,2.115E-05,7.193E-05,-1,0.0001637,-2.049,-1.782,-1.864,-2.07,-2.232,-2.405,-2.636,-2.785,-2.807
0.00015547,-2,8.47712,2.813608408,2.5919771194,2.814,2.733,3.8647,2.565,5,0,0.327,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.743E-05,2.115E-05,7.193E-05,-1,0.0001637,-2.062,-1.822,-1.924,-2.09,-2.227,-2.374,-2.578,-2.702,-2.722
0.00015547,-2,8.47712,2.8154401779,2.5920126438,2.816,2.738,3.8776,2.612,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7477,0.2521,1.744E-05,2.114E-05,7.193E-05,-1,0.0001637,-2.076,-1.862,-1.979,-2.105,-2.216,-2.34,-2.517,-2.619,-2.638
0.00015547,-2,8.47712,2.8174209595,2.5920510292,2.818,2.744,3.8903,2.657,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7478,0.2521,1.744E-05,2.113E-05,7.193E-05,-1,0.0001636,-2.09,-1.9,-2.025,-2.116,-2.203,-2.305,-2.456,-2.538,-2.555
0.00015547,-2,8.47712,2.8195776939,2.5920927525,2.82,2.75,3.903,2.702,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7478,0.2521,1.745E-05,2.112E-05,7.193E-05,-1,0.0001636,-2.104,-1.936,-2.054,-2.117,-2.185,-2.267,-2.394,-2.459,-2.474
0.00015547,-2,8.47712,2.8218562603,2.5921366215,2.822,2.756,3.9153,2.746,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7478,0.2521,1.746E-05,2.111E-05,7.193E-05,-1,0.0001637,-2.119,-1.968,-2.072,-2.112,-2.164,-2.229,-2.334,-2.384,-2.397
0.00015547,-2,8.47712,2.82447052,2.5921869278,2.825,2.762,3.928,2.791,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7478,0.252,1.747E-05,2.11E-05,7.193E-05,-1,0.0001637,-2.135,-2,-2.081,-2.101,-2.139,-2.188,-2.271,-2.308,-2.318
0.00015547,-2,8.47712,2.8275530338,2.5922460556,2.828,2.769,3.9417,2.839,5,0,0.328,0,0,0,0,0,-1,-1E-30,0,0.7478,0.252,1.748E-05,2.109E-05,7.193E-05,-1,0.0001637,-2.153,-2.032,-2.078,-2.08,-2.105,-2.142,-2.202,-2.229,-2.235
0.00015547,-2,8.47712,2.831032753,2.5923125744,2.831,2.777,3.9557,2.887,5,0,0.329,0,0,0,0,0,-1,-1E-30,0,0.7478,0.252,1.749E-05,2.107E-05,7.193E-05,-1,0.0001637,-2.173,-2.059,-2.065,-2.05,-2.067,-2.091,-2.13,-2.149,-2.152
