Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,Gmag,G_BPmag,G_RPmag
0.0152,0.01508,7.47712,0.0900000036,1.0816895962,0.09,-2.388,3.4032,4.345,0,0,0.545,0,0,0,0,0,-1,-1.17E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.739,12.778,15.444,11.313
0.0152,0.01508,7.47712,0.09179198,1.098637104,0.092,-2.375,3.4047,4.346,0,0,0.545,0,0,0,0,0,-1,-1.19E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.707,12.747,15.413,11.282
0.0152,0.01508,7.47712,0.1000000015,1.1711064577,0.1,-2.316,3.4112,4.351,0,0,0.545,0,0,0,0,0,-1,-1.3E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.56,12.599,15.267,11.134
0.0152,0.01508,7.47712,0.1049559936,1.2112205029,0.105,-2.284,3.4147,4.354,0,0,0.545,0,0,0,0,0,-1,-1.36E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.481,12.521,15.189,11.055
0.0152,0.01508,7.47712,0.1200000122,1.3193155527,0.12,-2.193,3.4248,4.361,0,0,0.545,0,0,0,0,0,-1,-1.55E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.252,12.186,14.726,10.745
0.0152,0.01508,7.47712,0.1377124935,1.4259816408,0.138,-2.1,3.4352,4.369,0,0,0.545,0,0,0,0,0,-1,-1.78E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,10.019,11.81,14.183,10.401
0.0152,0.01508,7.47712,0.1400000006,1.4384527206,0.14,-2.088,3.4364,4.37,0,0,0.545,0,0,0,0,0,-1,-1.81E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,9.991,11.765,14.121,10.361
0.0152,0.01508,7.47712,0.162307173,1.5476574898,0.162,-1.992,3.4474,4.381,0,0,0.545,0,0,0,0,0,-1,-2.08E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,9.749,11.384,13.582,10.012
0.0152,0.01508,7.47712,0.1964391917,1.6816573143,0.196,-1.866,3.461,4.393,0,0,0.545,0,0,0,0,0,-1,-2.49E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,9.435,10.905,12.908,9.577
0.0152,0.01508,7.47712,0.219657287,1.756603241,0.22,-1.794,3.4685,4.4,0,0,0.545,0,0,0,0,0,-1,-2.75E-15,0,0.7092,0.2755,0.002746,0.0007408,0.006719,-1,0.01527,9.255,10.643,12.551,9.337
